bintang,ulasan,nilai
5,Aku suka dengan game ini . Aku juga mau ngasih pendapat klo di setujui .. Menurutku akan lebih oke lagi klo sa.at kita bermain di menu narik di situ bisa ketemu sama teman yang sedang narik juga ... Layaknya di menu main bareng .. Tpi itu di menu narik ... Jadi bisa ketemu sama pemain lain sa.at kita lagi narik .... Dan map Di tambah . sama lalu lintas di perketat .. Ada sistim tilang mungkin untuk penerobos lalu lintas ..,POSITIF
5,"Gamenya bagus, saya sangat suka. Tapi kalo boleh kasih saran, tolong dong lampu seinnya bisa ngalir/running kayak bus aslinya, strobo aja bisa bergerak, dan menurut saya sein mengalir pun seharusnya bisa. Dan juga tolong dong ya, kalo main bareng, kita para player bisa menggunakan kendaraan modnya untuk mabar, biar makin seru, dan jugak tolong kalo kendaraan mod itu bisa di modifikasi kayak kendaraan aslinya/bawaan. Udah sih itu aja menurut saya, dan semoga apa yang saya sampaikan bisa terwujud",POSITIF
4,"Tolong dong min map jawa di upgrade total , ada jalur Pantura nya dua jalur , tambahin tol transjawa , bus2 pada ngeblong , ada kereta api , efisien waktunya jangan terlalu cepat nyata pada umumnya , kalo bisa narik penumpangnya di terminal aja , asesorisnya tambahin , ada macetnya , kalo bisa si segitu dulu aja , mana yang gampang yang pengen di buat . .",POSITIF
4,"Gamenya bagus, grafiknya ok. Tapi iklannya gak tahan, beberapa kali keluar dari aplikasi gara-gara iklan dan langsung masuk play store pas balik lagi jadi ngbug. Ditambah lagi kotanya, terutama jalur selatan",POSITIF
4,"Yah... grafik sih oke untuk ukuran 200 mb-an, gameplay lumayan. Saran saya untuk update selanjutnya penumpangnya lebih realistis; terlihat dalam bus untuk grafik medium, kaca depan ngeblur disekitar wiper untuk grafik high/very high, tanpa loading maps, narik offline, manajemen offline karena versi online gak banyak yang suka, penumpang turun bukan cuma di terminal, di jalan, di mana kek, pelanggaran kalo nerobos lampu merah,autopilot, kernet, dan terakhir kendaraan lain dibuat lebih realistis .",POSITIF
5,Game bagus . Tapi saya berharap rotasi setir bisa atas bawah .bukan vuma kanan kiri. Dan ke smart nya bisa di naikin lagi ketika ada kendaraan yg pelan bisa di salip bukan satu mobil yg tapi hampir kendaraan yg di belakang mobil yg pelan itu ikut menyalip terutama bus truk canter dll.oya dan tikungan nya kalau bisa di hilang kan siku²nya.dan tambahkan map medan dan kota² lainnya .semoga tambah sukses ya bus simulator indonesia ini.dan sekali lagi game ini sangat super duper bagus .terima kasih,POSITIF
5,"Alhamdulillah..terima kasih untuk kerja kerasnya membuat game bagus ini. Sedikit harapan saya..bug lama yg menjengkelkan tolong hilangkan (saat player berhenti di luar jalur,trafic ikut berhenti,malah nglaksonin mulu..aneh..kan ga ada yg ngalangin knapa ga jalan aja..🤦). Trus patah2 di scene yg lama diperhalus,jalur pegunungan yg berliku saya rasa akan lebih eksotis..itu lebih layak didahulukan menurut saya ketimbang nambah scene kota yg baru tp yg lama ttp bikin ilfill..🙏😁Terima kasih..",POSITIF
5,"over all udah bagus, saya dari awal adanya bussid di PS saya sudah mencoba hanya saja ada beberapa fitur yg tidak ada pada bissid ini terutama untuk sektor tombol dan sekyor animasi suara, dari sektor tombol yg dirasa sepele tapi akannlebih enak jika ada adalah tombol engin brake,, dan animasi suara rem tangan sebiknya di ubah seperti bus aslinya, untul trafik dan map sudah cukup hanya saja kurang fariatif dengan kendaraan yg ada di jalan, kalu untuk smart trfick next nya saja fokus di yg ada",POSITIF
4,"Graphic rendah tapi masih ada lag, padahal ram dan jaringan sudah lebih dari cukup. Saran lagi ditambah seting sensitifitas rem. Juga posisi on board camera lebih ke posisi stir, tidak di tengah. Selebihnya sudah cukup baik",POSITIF
4,"Game play bagus tp tolong orangnya jangan di pinggir jalan mendingan di tempat terminal agar lebih mudah, grafis di tingkatkan lagi ;v kalo bisa di tambah grafis pada orangnya sekalian rumah dan jalan, suara bus di bedakan w bosan denger suara melihat sama aja di tambah lagi perbaikannya sinyal/iklan karna sering terjadi jumping-_- tambah lampu di dalam bus biar terlihat lebih bagus penambahan rel kereta api/stasiun (*∩ω∩)",POSITIF
4,"PERMAINAN TERBAIK, saran saya tambahkan lebih banyak kendaraan dan peta pulau lain, juga tolong lebih variasikan penumpangnya. Saran paling utama: Jika kita akan mengganti sesuatu pada bus, tolong jangan terjual, tambahkan fitur simpan barang(barang yang terpasang pada bus)",POSITIF
2,Kurang menantang coba di buatkan berebut penumpang atau bus lainya bisa angkut penumpang dong.. Sama kalo ngelanggar lalu lintas di denda. Tambah rel kreta api. Tambah maps nya masa iya bandung kota besar ga ada. Trus kalo bisa jalan kota nya beda beda grafik. Biar tambah nyaman maenya,NEGATIF
3,Assalamualaikum...game ini bagus..saya menikmati..cuma saat bermain terjadi bug..dan tiba tiba game terlihat gelap saat memutar iklan dan pindah map... terima kasih tolong perbaiki..kalau bisa tambahin mod trailer atau traktor head..saya sangat suka itu.,NEGATIF
3,"Game BUS SIMULATOR ID ini sudah bagus tetapi mapnya belum seluruh pulau di indonesia,grafik yang memusakan tapi di tambah lagi,air hujan di kaca dan dijalanan di buat realistis lagi,rumah dan mobil harus keliatan realistis,mod bisa di gunakan di mode mabar.",NEGATIF
5,"Baru saya main ini, tapi memuaskan 👍 coba dong untuk setiap iklan nya dikurangin toh setiap mau main atau keluar pasti banyak iklan ini itu. coba kasih tambahan dikit kalo misalkan ada jalan yg berlubang atau rusak bisa tuh malah makin bagus. tambahin juga ada pemeriksaan saat kendaraan seperti rajia² seperti yg ada di game truck simulator tuh lumayan rame, bagus juga kalo ada pejalan kaki yg lewat di setiap jalan jadi jalan ga bangunan saja, coba ada orang yg berlalu lalang.",POSITIF
5,kalo bisa sistem narik nya itu berlanjut... jadi ngk musti bolak balik ke menu... jadi pas di terminal kita bisa pilih kota tujuan mana ajah tinggal ambil penumpang nya... untuk yang lain nya udah lumayan... semangat terus buat developernya....,POSITIF
4,saya kasih 4 bintang..soalnya..buat mod nya masih suka berhenti saat loading...selebihnya..munhkin grafik sama kota2 nya di perdetail lagi...ya mungkin resikonya ukuran makin. besar...tapi menurut saya sudah bagis sih...semoga sukses,POSITIF
4,"Saya sangat menghargai update untuk perubahan pastinya harus lebih baik, - grafis efek kabut pada saat hujan dan sangat disayangkan tidak ada cipratan air nya. - sangat tidak real untuk waktu (agar diperlambat tiap menitnya) - belum ada mode narik dari terminal ke terminal, point tempat istirahat nya dan smart traffic (padahal sudah banyak yang request) - damage/kerusakan pada body bus dan point bengkel untuk perbaikan (agar player bisa teratur dalam mengendarai, namanya juga game simulator)",POSITIF
5,"Versi 3.6 sangat banyak peningkatan di bagian grafik'y mantap kaya asli. Apalagi wajah baru kota Surabaya dan Malang mantap/keren bgt Sy tambah senang bermain'y. Semoga ke depan'y lebih di tingkatkan lg deh baik untk penambahan map, grafik, dn jg kota2 yg lainya. 👍👍",POSITIF
5,"Aplikasi ini sangat membantu utk pejiwa yang ingin naik bus ataupun mengendarai nya. Krna krg lbh kita bisa tau rute, dan nama nama terminal di Indonesia serta kita juga bisa memunculkan ide ide livery dg pilihan kita sendiri. Mantap utk @Bus Simulator Indonesia (Maleo). Tingkatkan terus agar game bus ini selali memberi wawasan baik utk kdpannya. 👍👍",POSITIF
5,"Busidd sangat bagus! Tapi tolong di tambahin fitur fitur lainnya seperti:jangan cuman narik sama ngelayap doang tapi wisata juga, rel kereta nya tolong di aktifin, kepadatan lalu lintas nya tolong di tingkatkan, dan khusus kendaraan bis yang lain agak cepat kalau bisa 100km/jam, Terima kasih, tolong di baca yahh! Semoga bermanfaat",POSITIF
5,"Game nya bagus, tapi banyak yg mau di betulin lagi, contoh nya, map tolong tambahin map Medan dan Aceh lah, suara mesin terlalu halus, kecepatan kendaraan kalau dekat, gas nya bisa di atur, dan masih banyak lagi lahh. Ini gue kasih bintang lima karna game cukup memuaskan",POSITIF
4,"Game ini sangat menarik, tapi lebih mantep lgi klau : 1. Traffick nya sesuai yg ad di indo misal agra mas, harapan jaya. , 2. Ditambahkan map baru seperti ad pulau bali dan kalimantan. , 3. Di tambahin tempat terminalnya terutama di jawa Ada jogja, malang, ponorogo, madiun, dll. 4. Grafiknya dibagusin lagi biar lebih real. , 5. Taat rambu lalu lintas jikq ad yg ngelanggar kena tilang ato dende. Sekian dari saya TRIMAKASIH. MANTULL",POSITIF
2,"Game nya bagus Cuma yang jadi masalah adalah iklan saat loading untuk masuk game. Tolong diatur lagi agar setiap mau masuk game nya gak terlalu lama karena iklan, bisa simpan iklan 1 atau 2 kali aja. Soalnya saya sering nyoba buat mood nya jadi sering loading. Dan manager file sekarang gak bisa di akses jadi kalau mau pake mod saya harus ke berkas di HP saya gak bisa langsung masang di game nya. Setelah saya coba lagi, kalau memasang livery background garasi menjadi hitam. 🙏",NEGATIF
5,"gamenya bagus,karena saya sangat suka dengan bus atau truck,untuk grafiknya udah keren,tapi tolong interiornya ditambah lagi biar rame,dan bug pas penumpang masuk masa tiba tiba hilang, tolong untuk team maleo untuk memperbaikinya,trim",POSITIF
5,"pada dasarnya saya suka. bgt dengan aplikasinya, cuma ada beberapa catatan saja, rute bisa ditambah lagi, Surabaya sampai banyuwangi bahkan bali, dan jika ada penumpang naik, harapannya kursinya bisa terisi, jika supir melanggar lalu lintas bisa dikenakan tilang juga ok. jika supir ngebut dan mengerem mendadak dikasi efek suara dari penumpang kayaknya juga seru. itu ja sich yg lain sudah top markotop.",POSITIF
5,Saya suka sekali dengan game bus simulator indonesia. Dan Terima kasih developer dan tim maleo. Sudah mengembangkan game ini agar selalu keren dan semakin banyak yang suka dengan game ini..tetapi tolong di perbaiki di bagian map setiap mabar... Kadang ambil sisi kanan pas habis loading malah di sisi kiri.. Sebelumnya udah bagus map nya. tapi habis update kok jadi gini.. Tolong ya,POSITIF
5,"mohon admin di perbaiki lagi pada bug nya, karna masih banyak bug yg saya temukan di bussid, saya kasih bintang lima karna permainannya sudah bagus, grafik nya ok, pokoknya udah bagus semua, tpi kalau bisa grafik nya upgrade lagi ya... dan juga hilangkan bug nya,karna banyak bug bisa mengganggu pada saat bermain",POSITIF
3,"Masih ada bug di pancaran lampunya, malah jadi kotak putih di aspal. Udah itu doang, semoga update lagi secepatnya dengan perbaikan² yang lebih mantep lagi 🙏 over all udh bagus tapi cuma di bagian lampu pada traffic nya itu loh yg ganggu ☹ malah jadi kotak² putih",NEGATIF
4,"Permainan nya sangat bagus, cuma. Sedikit ada kekurangan bang, klau bisa saat menumpang nya naik, penumpang nya kelihatan di dalam bang sama sperti supir nya. Dan mau nya ada tempat wisata atau peristirahatan bang. Biar jgn bosan main nya krna yg di tuju hanya kota tujuan dan terminal. Tempat lainnya tidak ada. Terimakasih bang😇sukses selalu",POSITIF
5,"saya suka game ini seru banget, tolong admin tambahin efek kecelakaan seperti kerusakan akibat tabrakan agar game nya terlihat lebih nyata lagi mind. Dan Tolong tambahin lagi dong rute nya dan nuansa lewat di pedesaan yg jalan nya rusak dan hancur soalnya kan kita bisa main di mod supaya lebih seru, untuk mod buat bisa di modif seperti bus nya.",POSITIF
4,"Masih kurang dikit gan, saran saya: *view sopir masih kurang real, kayaknya terlalu kecil. *Penurunan kenyamanan penumpang kalo sering nabrak. *Ada tilang atau pajak yg harus dibayar kalo melanggar lampu merah d.l.s. *Ada bagian Mobil yg rusak setelah tabrakan. Sementara itu aja sih gan, overall bagus sih Thanks gan",POSITIF
5,Game yang bagus. Memberi pengalaman berkendara berbeda dengan icon daerah masing masing. Namun sebagai saran alangakah baiknya dibuat 1. Struktur jalan berlobang. Atau rusak di sebagian jalan 2. Otomatis kamera memperlihatkan penumpang naik kendaraan 3. Di buat fitur Cruise control (pedal gas otomatis) agar mempernyaman berkendara saat di tol 4. Posisi tombol high Bean (lampu tembak di posisikan di atas tombol steer.,POSITIF
4,"4 bintang dulu deh. Gamenya udh bagus, asik mainnya. Salut buat pembuatnya. Tp ada kritik sedikit, gpp ya. 1. Klo bisa jalur/map di tambah lagi, soalnya klo bis udh kebeli semua treknya bikin bosen juga, sayangkan klo sampe di uninstall. 2. Cuaca ujannya jangan sering², ngga ngaruh juga. Soalnya efek becek dijalan sama basahnya ngga ada. Cuma dikaca depan doang, bisnya juga ngga kotor. Suara petirnya juga ganggu bangat, kebanyakan orang pasti mau denger suara bisnya. Yg lainnya si oke 👍🏼✌.",POSITIF
5,"Game nya sangat bagus,tolong loading map nya dihapus dan ditambahkan map malang,tasik malaya,bali,DLL.dan tolong saat mau mabar bisa pakai mod,dan iklannya dikurangi,mapnya diperbarui supaya tambah bagus,ditambahi mikrofon saat mabar dengan teman supaya dapat berkomunikasi dengan teman,game ini sangat bagus,dan enak dimainkan wkwk,dan di atur bisa custom hud supirnya,sekian terima kasih.",POSITIF
5,"Bagus, Kembangkan lagi seperti GTA versi ID. Lama² tambah banyak kota²/daerah yg belum di tambahkan, dan semoga ada perubahan untuk pergerakan karakter nya untuk melakukan sesuatu. Tidak masalah file tembus 500mb lebih bagus lagi jika di tambah kan jual beli makanan, dan pengeluaran lainya.. Yg setuju (like) supaya dibaca",POSITIF
5,"Sudah mantullll tetapi tolong tambahkan map Sumatera yaitu Medan,map Bali. Update juga ada jalanan basah dan kalau bisa ada lumpur, kalau jalan pasir ada efek pasir debu dan bus atau mod juga bisa kotor. Tambahkan juga efek asap jadi kalau kita lagi nanjak asapnya agak sedikit menambah, smart trafic ( kendaraan bisa ngeblong, trus motor juga selapselip.). Perbaiki juga bug bug trafic yaitu kadang nggak muat di jalanan kalau mau belok ke kiri/kankanan. Terimakasih, semangat developer bussid.🙏🏾",POSITIF
5,"Gamenya sudah bagus, hanya kurang di rating dari penumpang, misalkan kita menabrak itu akan mengurangi poin/ uang yg kita terima, terus ada layanan multimedia di dalam bus, seperti radio/ apa saya suka ada dangdutnya., kalau boleh penumpang hanya dari terminal saja, biar kesannya taat lalu lintas, tambahannya agar gamenya lebih menarik lagi itu saja sementara lainnya aman",POSITIF
5,"Game nya sangat bagus saya suka tetapi tambahkan lagi atau di perbanyak lagi rute nya seperti provinsi jawa tengah,jawa timur,jawa barat,dan jangan lupa dibuat stasiun kereta,bandara pesawat di buat rute nya.Sukses terus buat devoloper agar bisa mengembangkan game ini agar lebih bagus👍",POSITIF
4,"Tambahan min buat update nya, itu di tambahin tugu menara sigernya di pelabuhan Bakauheni, katanya mau ada lampung juga tolong ditambahin min. Trus buat musik sm radionya kayanya kurang bagus deh, malah nambah""in fitur yg menurutku kurang berguna jadi dihapus aja. Kedepannya untuk di belokan tolong di buat mulus ga patah"". Semoga kedepannya makin sukses deh buat development nya.",POSITIF
5,"Tambahkan kota di map jawa dan tambahkan halte, pejalan kaki, jalan kereta, trafik yang bisa nyalip, dan perbaikan untuk grafiknya agar lebih hidup seperti nyata dan kalao bisa di tambahkan penyok nya serta untuk segi desain tambahkan pilihan modifikasi nya agar kami bisa lebih leluasa berkreasinya. Sekian dari saya, untuk maleo saya ucapkan banyak terima kasih sudah ciptakan game ini. Saya sangat menyukainya dan saya dukung terus maleo untuk berkarya lebih pada bussid",POSITIF
5,"Mantaf. permintaan saya ats mp3 player d terapkan. jd makin betah main. tp ad sedikit minor bug si. kdg kendaraan lain suka berhenti d tgh jalan. apalagi kalau jalan sempit kdg buat bus suka nyangkut. tp kl emg konsepny mogok atau stop paling tidak ,tidak menghalangi jalan overall grapic dll sangat baik. trims. O iya saran saya buat cahaya lampu belakang mobil lain itu cahayanya minimal 10% ke jalan, shingga lbih real. dan pada mode modif Lampu headlight bs d ganti sehingga lebih menarik.",POSITIF
3,"Saran saya jangan terlalu banyak iklan, apalagi iklan yang tidak bisa langsung di skip. Itu sama saja memaksa pemain harus menonton, namanya sesuatu yang dipaksa itu tidak baik. Jadi tolong iklan jangan terlalu sering & harus bisa di skip langsung tanpa harus dipaksa menonton terlebih dahulu. Lalu tambahkan rute daerah baru, dan tambahkan efek jika kecelakaan mobil jadi rusak dll, agar lebih menarik lagi. Terima kasih",NEGATIF
